"ano","regiao","uf","municipio","ef_LP5","ef_LP9","ef_MT5","ef_MT9","ef_aband","i_mag"
2015,"Norte","RO",1100403,0.949975512151335,0.918122269403293,0.956370666019242,0.936614335468084,0.431669960740427,0.660213053226471
2013,"Norte","RO",1100452,0.818323773916939,0.896052804718284,0.880981347125424,0.930455393484951,0.604845227087201,0.644256949424744
2015,"Norte","RO",1100452,0.952432675828531,0.919706457098288,0.956148296039262,0.935134123632877,0.415587000224271,0.640377640724182
2013,"Norte","RO",1100502,0.802536817575464,0.913860974010191,0.854295186553631,0.976291942385262,0.500308017899426,0.629849195480347
2015,"Norte","RO",1100502,0.956821596734001,0.953183927716637,0.96365753567694,0.990087703894704,0.834842505574039,0.706441462039948
2013,"Norte","RO",1100601,0.767688016227639,0.879763590805216,0.843654720875916,0.923735378644259,0.368692159828628,0.73174786567688
2015,"Norte","RO",1100601,0.945489023911377,0.931978046002417,0.93493222195864,0.954360207135247,0.481952440642349,0.672533333301544
2013,"Norte","RO",1100700,0.729894028542549,0.897415585266495,0.815941424767924,0.959084364176289,0.58988503107347,0.635816633701324
2015,"Norte","RO",1100700,0.960321540167979,0.939468600189217,0.960534326216991,0.959465365433792,0.39220149541014,0.662403583526611
2013,"Norte","RO",1100809,0.688124769449467,0.911604727188434,0.740159666005875,0.930637468271355,0.175090281928374,0.559641778469086
2015,"Norte","RO",1100809,0.92904236139883,0.923389749786446,0.930234856341482,0.951345306183052,0.195148961439503,0.521153807640076
2015,"Norte","RO",1100908,0.847513795509142,0.8826134205277,0.853240214608786,0.99118570734619,0.749119761087994,NA
2013,"Norte","RO",1100924,0.768313591568855,0.880432466462221,0.837025839202713,0.919941291894984,0.489836997158639,0.662419199943542
2015,"Norte","RO",1100924,0.945667281125294,0.904198545598829,0.960626609084437,0.93462216485412,0.672227944226435,0.627536714076996
2013,"Norte","RO",1100940,0.722785100171045,0.917111287447537,0.767658945688136,0.966729171013627,0.15098487813002,0.634240686893463
2015,"Norte","RO",1100940,0.936263377980126,0.929861498157082,0.945287400080404,0.965477320175539,0.215314881049284,0.620046854019165
2013,"Norte","RO",1101005,0.737088029562376,0.881926591885545,0.805923453763936,0.989699584997104,0.24354920846805,0.578471183776855
2015,"Norte","RO",1101005,0.932774038752331,0.929491103198956,0.945679140692348,0.990547293862084,0.217647584218038,0.620203375816345
2013,"Norte","RO",1101104,0.68290290785379,0.86440696726647,0.739056202234847,0.928329483956432,0.511062050248636,0.628963708877563
2015,"Norte","RO",1101104,0.946185280978161,0.908625384780001,0.934253490469542,0.911832625268807,0.544050655142612,0.623291969299316
2013,"Norte","RO",1101203,0.84684497104688,0.944835484854465,0.917779150835446,0.968667823508033,0.405520121336212,0.662498354911804
2015,"Norte","RO",1101203,0.96563621448999,0.962937950126424,0.968241396007585,0.985088123542615,0.714519790022998,0.672844886779785
2013,"Norte","RO",1101302,0.839396498241968,0.941811285905912,0.884780636077557,0.976279737874968,0.561460937613951,0.610428929328918
2015,"Norte","RO",1101302,0.944199680485997,0.941650593518517,0.963399009335523,0.981057051297009,0.666532713439542,0.656480312347412
2013,"Norte","RO",1101401,0.770481951057676,0.935496292719029,0.843083148288393,0.944959273164275,0.361403962598346,0.647910475730896
2015,"Norte","RO",1101401,0.963340685099215,0.931935527442614,0.974933495047106,0.944995186916792,0.308844618668139,0.674984753131866
2015,"Norte","RO",1101435,0.932608280591953,0.929686611759959,0.950303550575207,0.961971711862219,0.243398567426484,0.675207316875458
2013,"Norte","RO",1101450,0.690133172336991,0.912140682398621,0.753966423036305,0.984278426871024,0.259539752405516,0.630776762962341
2015,"Norte","RO",1101450,0.952149399561577,0.943438349587535,0.962716319627077,0.984203101358354,0.118427085974386,0.65925270318985
2013,"Norte","RO",1101468,0.810519791749595,0.918917395417246,0.883875775023842,0.960747547427698,0.81028089722938,0.785294473171234
2015,"Norte","RO",1101468,0.961138628432744,0.96273480066778,0.954251610666315,0.98929877020553,0.819771749493546,0.669153273105621
2013,"Norte","RO",1101476,0.771139230208888,0.903499860918238,0.833319081365135,0.992010626898964,0.701748459578556,0.595594525337219
2015,"Norte","RO",1101476,0.940614856540933,0.959650438542361,0.946776346025174,0.99615802582278,0.697238023747832,0.596529483795166
2013,"Norte","RO",1101484,0.731040945421153,0.91510422229613,0.838427090017022,0.935644025225983,0.777593337969815,0.666522264480591
2015,"Norte","RO",1101484,0.945665186555045,0.943728187363191,0.945272692630151,0.986648408559495,0.730073753704088,0.692243695259094
2013,"Norte","RO",1101492,0.761399155218154,0.897038101565631,0.830290309653484,0.960822899303254,0.41412989443848,0.718153715133667
2015,"Norte","RO",1101492,0.96232818735251,0.948709785539108,0.965495427355252,0.964082701657928,0.564961094705661,0.641024768352509
2013,"Norte","RO",1101500,0.687017230622085,0.912902224852558,0.748816148357384,0.956444526841058,0.700356841527299,0.647722244262695
2015,"Norte","RO",1101500,0.965399807991295,0.96235673029099,0.965748073832573,0.980812374273036,0.695286850908321,0.642249703407288
2013,"Norte","RO",1101559,0.816097863526385,0.943784270657819,0.882437050482487,0.976156402741171,0.199009999379841,0.677283525466919
2015,"Norte","RO",1101559,0.921504244059414,0.901941702700247,0.940762636604648,0.959147445852183,0.27622849722428,0.703853607177734
2013,"Norte","RO",1101609,0.777776089907959,0.91653147551831,0.849725432843422,0.955676076691075,0.406757835100631,0.777381539344788
2015,"Norte","RO",1101609,0.966709742805917,0.955598507842,0.970548727854139,0.972349131479201,0.510822604193383,0.701474130153656
2013,"Norte","RO",1101708,0.802989900903924,0.94733006702111,0.893288251943549,0.965718868782063,0.281433225666969,0.605614483356476
2015,"Norte","RO",1101708,0.967316885487389,0.963625313740965,0.974782622500463,0.976123651813812,0.496684827538178,0.631140649318695
2013,"Norte","RO",1101757,0.805750097629594,0.935383152216692,0.8575039872189,0.963406027990006,0.342562980748488,0.540492594242096
2015,"Norte","RO",1101757,0.960947818831721,0.954022991796247,0.957874811841805,0.95386035349313,0.252728055427372,0.664261341094971
2013,"Norte","RO",1101807,0.776853404054526,0.909831177577669,0.846946745995075,0.949252680384853,0.321319382158837,0.669332265853882
2015,"Norte","RO",1101807,0.943900444647502,0.933468410412157,0.946006026917106,0.968832299887978,0.306172908524869,0.550925076007843
2015,"Norte","AC",1200013,0.949740202463396,0.906820505045392,0.946535480236693,0.911802510864426,0.564394978765854,0.606824815273285
2013,"Norte","AC",1200054,0.785272854119762,0.874245812676905,0.827847681277641,0.872009099703912,0.5249508957043,0.54065614938736
2015,"Norte","AC",1200054,0.971123624305534,0.905555551075394,0.975781732263878,0.864171523964916,0.20420466112142,0.613953948020935
2013,"Norte","AC",1200104,0.91271320115156,0.943480059857098,0.948488345463485,0.90020145619403,0.403941256998674,0.665298879146576
2015,"Norte","AC",1200104,0.982843744924572,0.946584670487413,0.984621178783243,0.894263241567293,0.573007410610866,0.671437859535217
2013,"Norte","AC",1200138,0.71661959468565,0.881814349753021,0.723379744426434,0.908374797500645,0.0599543460171277,0.614988684654236
2015,"Norte","AC",1200138,0.903822775056549,0.869818676511107,0.904149384485554,0.912068167449854,0.373175180466132,0.593396604061127
2013,"Norte","AC",1200179,0.745512177162623,0.905059546862751,0.794605724888636,0.917621271692774,0.243113492366833,0.692388892173767
2013,"Norte","AC",1200203,0.877375852704702,0.905178425061842,0.898377130781229,0.913295482282511,0.503381888199928,0.648656845092773
2015,"Norte","AC",1200203,0.978508282431285,0.917876474051202,0.979516992234971,0.894624253355725,0.843538501722132,0.640259563922882
2013,"Norte","AC",1200252,0.762761214406136,0.928509234916806,0.803322146166558,0.951823725934278,0.538825326314747,0.6381756067276
2015,"Norte","AC",1200252,0.951930853221237,0.937359492579144,0.947876805294401,0.951412386064041,0.443861210396849,0.623511731624603
2013,"Norte","AC",1200302,0.834555472675269,0.907740271866379,0.883940374114693,0.888958878859293,0.165713180524653,0.652355313301086
2015,"Norte","AC",1200302,0.971887186820976,0.933374876429375,0.970732837183019,0.894219342558215,0.242604061813223,0.691405832767487
2013,"Norte","AC",1200328,0.796017162566112,0.843117678634182,0.808217068350574,0.881279413044719,0.346948393173637,0.612193584442139
2015,"Norte","AC",1200328,0.959343522894401,0.866898316611675,0.970610037244367,0.893814915209193,0.270471388040862,0.698878407478333
2013,"Norte","AC",1200336,0.750621312721336,0.859776418195883,0.760467382708651,0.891519686761126,0.234821838476115,0.588473260402679
2015,"Norte","AC",1200336,0.904169503249086,0.866266190141216,0.902343387471211,0.88824096508966,0.322875380850719,0.646511435508728
2013,"Norte","AC",1200344,0.823162220043724,0.886290775927536,0.842256910531407,0.891112013837554,0.10290595937555,0.603645384311676
2015,"Norte","AC",1200351,0.959682445010362,0.866446943036297,0.960320940329458,0.874544686608603,0.418185605918147,0.540723502635956
2013,"Norte","AC",1200385,0.804778142732024,0.894410015845555,0.844922521940672,0.922105470725206,0.394532535263958,0.626657843589783
2015,"Norte","AC",1200385,0.970099927732403,0.935065889076789,0.965829912820435,0.933047569338168,0.46818032884683,0.649271190166473
2013,"Norte","AC",1200393,0.733877221837261,0.843438738185506,0.773562209369001,0.872088629141318,0.285088654015292,0.490782141685486
2015,"Norte","AC",1200393,0.959874673481524,0.842286110561676,0.967884320572219,0.850784267320326,0.461410879133947,0.597784817218781
2013,"Norte","AC",1200401,0.822228956153463,0.946774243156111,0.862676755498701,0.976063291871548,0.61169598767529,0.655460476875305
2015,"Norte","AC",1200401,0.951787018008689,0.947946683083562,0.946752309091528,0.972225905392843,0.612491599882065,0.652370572090149
2013,"Norte","AC",1200427,0.768302028837453,0.85378378001663,0.794355361850899,0.872273038692651,0.489015169745741,0.598608434200287
2015,"Norte","AC",1200427,0.936135414893025,0.853918227041008,0.92430750682337,0.883292285160607,0.381733734641582,0.602182984352112
2013,"Norte","AC",1200435,0.755043018376477,0.838130372432203,0.754862314760409,0.890733747043236,0.136678146329024,0.517417371273041
2013,"Norte","AC",1200450,0.807747710664546,0.926016863338081,0.832620932992886,0.932524853749737,0.29122493861037,0.665636301040649
2015,"Norte","AC",1200450,0.9460336571343,0.925331121466842,0.954281902576157,0.935064586452726,0.289942967134417,0.660685122013092
2013,"Norte","AC",1200500,0.921163885641252,0.911466798082513,0.935750731870389,0.905966259697126,0.208639017795432,0.646201848983765
2015,"Norte","AC",1200500,0.967719367459799,0.889263456469995,0.969655197430281,0.913324134051975,0.159487085633631,0.695389330387115
2013,"Norte","AC",1200609,0.825271085220341,0.895149747793513,0.902346970045914,0.88947420828591,0.143013281016955,0.664904594421387
2015,"Norte","AC",1200609,0.969419996172714,0.913290440500989,0.967632617530553,0.881156768263666,0.203733030598486,0.628329634666443
2013,"Norte","AC",1200708,0.801536100717581,0.881398484452095,0.830570031528935,0.893598721506084,0.21374117568329,0.600235044956207
2013,"Norte","AC",1200807,0.697090485626161,0.878576078521809,0.721184403522272,0.902990054475047,0.193149089965468,0.674348294734955
2015,"Norte","AC",1200807,0.877491843398233,0.881222600194256,0.895252273778028,0.933270732783721,0.292703961379743,0.652216732501984
2013,"Norte","AM",1300060,0.644859126540271,0.851346533926368,0.672395554482715,0.904672442144473,0.322324048125514,0.542481899261475
2015,"Norte","AM",1300060,0.906243384950977,0.841719671082705,0.902244299276893,0.890202973357897,0.20981003710174,0.656304359436035
2013,"Norte","AM",1300086,0.801363302933353,0.876299696832381,0.838708944364157,0.895222697084601,0.262792483835926,0.61395925283432
2015,"Norte","AM",1300086,0.962143542146548,0.884238289954357,0.949725232873386,0.904179173266386,0.293228239570345,0.65011465549469
2013,"Norte","AM",1300102,0.796759404606378,0.926525995430062,0.825240216462983,0.940849696758823,0.145402733739989,0.610726058483124
2015,"Norte","AM",1300102,0.970381639800032,0.936554125417746,0.964812709286647,0.955508552426394,0.213755974144208,0.683580160140991
2013,"Norte","AM",1300144,0.816814488784453,0.931261241873134,0.851930784568267,0.948873452335695,0.10938305295224,0.687074542045593
2013,"Norte","AM",1300201,0.650779865893356,0.813903231846045,0.708182274882852,0.855797489504693,0.542708325345294,0.641713082790375
2015,"Norte","AM",1300201,0.8993102728105,0.846293564580691,0.880345332637789,0.860512349509966,0.787144243417409,0.582143187522888
2013,"Norte","AM",1300300,0.667108466065947,0.859033333290537,0.703862730281961,0.90159989154718,0.111891477987397,0.622652471065521
2015,"Norte","AM",1300300,0.893292404062821,0.857507280116623,0.883379979065691,0.893526968046157,0.122804886623068,0.619138777256012
2013,"Norte","AM",1300409,0.76898051017318,0.867265201236446,0.794489201904277,0.881313872780466,0.207135120664924,0.626490592956543
2015,"Norte","AM",1300409,0.94576441696969,0.888082702810981,0.93008155515128,0.882535051888394,0.15575520255794,0.65198028087616
2013,"Norte","AM",1300508,0.725553701812287,0.847415102483704,0.75661611276642,0.895756241714501,0.245136162261884,0.634173274040222
2015,"Norte","AM",1300508,0.96076456744892,0.884209391516098,0.956929162784806,0.902710362658416,0.417591878218671,0.601503670215607
2013,"Norte","AM",1300607,0.714749538604895,0.864074218619986,0.741068134483905,0.898982083431614,0.10936442853171,0.676726698875427
2015,"Norte","AM",1300607,0.939431043880448,0.898851195023091,0.928208146769673,0.917407518887781,0.137153207856271,0.614270329475403
2015,"Norte","AM",1300680,0.913755451329516,0.870088169522629,0.903947452778721,0.900024871392964,0.25476871219642,0.59001237154007
2013,"Norte","AM",1300706,0.874139653580939,0.897511491830338,0.928082926820775,0.911019201840142,0.272083967307061,0.67647260427475
2015,"Norte","AM",1300706,0.973573657867371,0.905721612702225,0.975348120415663,0.916380099752068,0.522245453581238,0.665395319461823
2013,"Norte","AM",1300839,0.795735536580302,0.897511033429902,0.838857097342289,0.919894922593689,0.0706590888086456,0.630705535411835
2015,"Norte","AM",1300839,0.957587944507607,0.879686734463308,0.939976774013983,0.904734853785588,0.0888069519765523,0.594231307506561
2013,"Norte","AM",1301001,0.856468263680823,0.907285943009725,0.928502340073372,0.875729508598478,0.257747417947001,0.621966183185577
2015,"Norte","AM",1301001,0.96230144188466,0.867119052799743,0.960847322150762,0.839402169463992,0.29750971142965,0.668516874313354
2013,"Norte","AM",1301100,0.676003083194729,0.89028427545883,0.71127908571042,0.938570550602639,0.149905276504153,0.637226343154907
2015,"Norte","AM",1301100,0.926936210956316,0.89854107422469,0.914605341032297,0.923100177795345,0.152433554121455,0.66166216135025
2013,"Norte","AM",1301159,0.738110722395407,0.866397402842986,0.775239403703835,0.93080134724444,0.214252338449756,0.626231372356415
2015,"Norte","AM",1301159,0.93490309102087,0.890950464800922,0.917941537379497,0.924874451552132,0.271348853981081,0.581980288028717
2013,"Norte","AM",1301209,0.810997491743071,0.873314179516719,0.869781318350006,0.890455404419021,0.180438597679865,0.650420010089874
2015,"Norte","AM",1301209,0.976309504512826,0.874226478485471,0.975685577059063,0.888654075781357,0.150608760094764,0.63217967748642
2013,"Norte","AM",1301308,0.788782574071369,0.882150571790314,0.85198195065711,0.884229108989523,0.135035556476052,0.653225421905518
2015,"Norte","AM",1301308,0.959202346448931,0.870032493582967,0.962651216659036,0.878087743344355,0.196257611296595,0.61686372756958
2013,"Norte","AM",1301407,0.802760615411284,0.865057863176832,0.931049517868503,0.881692792762042,0.231524995868396,0.706946969032288
2015,"Norte","AM",1301407,0.951979258481156,0.866280755297528,0.951717413694675,0.869129008505983,0.211374611540791,0.668897926807404
2013,"Norte","AM",1301506,0.77050027428826,0.942640781936153,0.857177430490354,0.893834086869155,0.081525922539824,0.646955251693726
2015,"Norte","AM",1301506,0.970896942605777,0.928154638780068,0.971729845383424,0.892163882004193,0.0521958488300028,0.618972480297089
2013,"Norte","AM",1301605,0.706935095218611,0.840136702734535,0.711712438349665,0.867411494837511,0.151976202309001,0.593883633613586
2015,"Norte","AM",1301605,0.949853358019821,0.848067038567063,0.950535219364848,0.878009167625721,0.149294077252561,0.579647243022919
2013,"Norte","AM",1301654,0.754702608841852,0.853211446944346,0.781032212586213,0.892388543593242,0.138063194519442,0.590083837509155
2015,"Norte","AM",1301654,0.957941264558523,0.880593569556191,0.950547260349492,0.909662463323457,0.101693220362816,0.617544710636139
2013,"Norte","AM",1301704,0.772303148912749,0.883704455463076,0.798405877195756,0.90547775747998,0.186947336748044,0.606592118740082
2015,"Norte","AM",1301704,0.947229944612317,0.908606187432722,0.943057263913783,0.928151987875879,0.19789553527771,0.645009636878967
2013,"Norte","AM",1301803,0.709463864137966,0.860702541557856,0.758544134770852,0.852796273951928,0.204517366595006,0.56653618812561
2015,"Norte","AM",1301803,0.945279103143466,0.864398019002045,0.937399052707518,0.894745042020186,0.219578016799253,0.592863440513611
2013,"Norte","AM",1301852,0.703296037897433,0.868181631462313,0.740908415829542,0.888053017041062,0.129921977830098,0.599529027938843
2015,"Norte","AM",1301852,0.949421301698184,0.892410465571196,0.942283828549805,0.904445185119328,0.128781892322105,0.645131468772888
2013,"Norte","AM",1301902,0.83790086692747,0.883595407743764,0.866534309735684,0.905355665491543,0.312768545023884,0.619376540184021
2015,"Norte","AM",1301902,0.973547427941555,0.920173762167398,0.972877954798247,0.919813176227826,0.33064696571895,0.638168096542358
2013,"Norte","AM",1301951,0.718971662033841,0.864653038697862,0.795347501368747,0.856229020876131,0.0817391537673662,0.679535090923309
2015,"Norte","AM",1301951,0.919882314230709,0.833582120622444,0.911129823108452,0.855655943781718,0.0758131134777186,0.590033352375031
2013,"Norte","AM",1302009,0.841667289203454,0.912444400465948,0.898174458576785,0.917155330538969,0.171004078167402,0.648989617824554
2013,"Norte","AM",1302108,0.707890517015443,0.883569354173354,0.716332852334921,0.856955438723769,0.0956551883177471,NA
2015,"Norte","AM",1302108,0.962754510343773,0.843997399423547,0.951781395146977,0.814947065258973,0.291546501722201,0.548007249832153
2013,"Norte","AM",1302207,0.662543410402329,0.852531972639583,0.70579241582497,0.859548073059309,0.0564979086822638,0.648750782012939
2015,"Norte","AM",1302207,0.960604966700464,0.873200437379582,0.959899595343268,0.868322723515277,0.131106251321668,0.652021050453186
2013,"Norte","AM",1302306,0.778451165050043,0.8511388166099,0.805245500500392,0.861674653992635,0.168614518306567,0.591387867927551
2013,"Norte","AM",1302405,0.78396882862782,0.854170352950843,0.820354416257728,0.877690483802448,0.123659878586389,0.655246078968048
2015,"Norte","AM",1302405,0.952114101176555,0.866996090811751,0.9436593789797,0.880413140849636,0.115648873675538,0.641167223453522
2013,"Norte","AM",1302504,0.749633047569107,0.89485637989989,0.791411083748355,0.923694217513519,0.167120521595563,0.634592592716217
2015,"Norte","AM",1302504,0.951310201387273,0.919194470891177,0.946410506135313,0.936873249733015,0.221808818817582,0.631552278995514
2013,"Norte","AM",1302553,0.712710660721691,0.826943544060205,0.715963429170594,0.882163858430489,0.205350665104265,0.556005477905273
2015,"Norte","AM",1302553,0.885904919935254,0.84212190160904,0.883643031909975,0.894735053538895,0.351160305836831,0.494001865386963
2013,"Norte","AM",1302603,0.805470457515106,0.929707146212227,0.840020211293129,0.972965657778581,0.306786370143026,0.661933422088623
2015,"Norte","AM",1302603,0.965866067197794,0.957218574744232,0.963713245052161,0.98784729652727,0.544398348962859,0.669856667518616
2013,"Norte","AM",1302702,0.783035600284417,0.868875961998893,0.846897096979572,0.877275519479729,0.257376362945068,0.617668151855469
2015,"Norte","AM",1302702,0.953170924101554,0.896699929491423,0.952264333313892,0.913575043462629,0.294230584900649,0.651874005794525
2013,"Norte","AM",1302801,0.743668009961513,0.866972809072428,0.794772447385766,0.868242736469545,0.1255126333462,0.621646583080292
2015,"Norte","AM",1302801,0.967616756507016,0.877827493692058,0.963991813501697,0.857099973162627,0.166723455541752,0.620479106903076
2013,"Norte","AM",1302900,0.8405039424379,0.875392714006377,0.892533279786154,0.879592356225414,0.15063806704293,0.651965260505676
2015,"Norte","AM",1302900,0.971161821084754,0.912377920368652,0.967877606046651,0.897121372052587,0.138972171434181,0.654214203357697
2013,"Norte","AM",1303007,0.786635448370263,0.83722017778421,0.828665653682588,0.89005163095849,0.322673928886058,0.65006947517395
2015,"Norte","AM",1303007,0.94865645836913,0.888935964950949,0.946198652391854,0.906786524299118,0.39047359849501,0.66545832157135
2013,"Norte","AM",1303106,0.841568000516373,0.879449115763838,0.899984413799876,0.896918001687673,0.237981850354959,0.622469305992126
2013,"Norte","AM",1303205,0.803796404426122,0.939591814109922,0.851847362357824,0.896363465141467,0.0530984704918285,0.821255385875702
2015,"Norte","AM",1303205,0.963350693407423,0.906698769631759,0.960720572863112,0.887516631658439,0.0729624162476666,0.662320613861084
2013,"Norte","AM",1303304,0.841585331756316,0.913933638568641,0.90926879426279,0.88814180940163,0.166497316604686,0.655625760555267
2015,"Norte","AM",1303304,0.959842760658233,0.905717235236614,0.947366338509162,0.888895085903456,0.0765496997319882,0.637986242771149
2013,"Norte","AM",1303403,0.872509600270344,0.903514217110238,0.910250096961118,0.924749420584773,0.45933435970153,0.664963245391846
2015,"Norte","AM",1303403,0.978445152604175,0.933998646554577,0.977636744872202,0.941289910403287,0.405627943382232,0.680901765823364
2013,"Norte","AM",1303502,0.673375422149655,0.805520472954221,0.732963982078464,0.870541386989843,0.126921420775129,0.599987089633942
2013,"Norte","AM",1303536,0.822516291037883,0.929035595414057,0.853638715233074,0.937598465357862,0.226109590565879,0.683883488178253
2015,"Norte","AM",1303536,0.96715912717189,0.939265306728762,0.957199715134784,0.932373319112451,0.30108462890409,0.64477676153183
